3823,Praia da Ilha do Campeche  SC,imagens/destinos/23.bmp,1,15000,0,31,49,29,6,0,0,3,3,286.64,21,5,1,1,0,57,1,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0
4983,Pepino  RJ,imagens/destinos/83.bmp,2,19200,0,54,91,42,6,0,1,7,2,451.11,84,16,1,0,0,0,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,0
359,Ribeirão da Ilha  SC,imagens/destinos/59.bmp,3,7500,0,38,74,18,6,1,0,4,3,553.79,21,18,0,0,0,66,2,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1
5789,Curva da jurema  ES,imagens/destinos/89.bmp,2,12000,0,59,65,41,6,0,1,2,2,559.62,102,6,1,1,0,74,2,0,1,0,0,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,0
2238,Praia Brava do Cepilho  RJ,imagens/destinos/38.bmp,3,19200,0,50,96,24,6,0,1,3,1,570.11,81,6,1,1,1,35,2,0,1,1,0,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,0
3641,Paixão  BA,imagens/destinos/41.bmp,3,19200,0,73,50,27,6,0,1,3,6,459.97,81,0,1,1,0,109,2,0,1,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0
1733,Caieira da Barra do Sul  SC,imagens/destinos/33.bmp,6,15000,1,77,109,19,6,0,1,4,2,1251.52,198,0,1,1,0,54,2,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0
5648,Balneario de Paulas  SC,imagens/destinos/48.bmp,5,12000,1,49,8,28,6,1,1,2,2,550.57,110,40,0,1,1,28,2,1,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0
1900,Praia do Leste  SP,imagens/destinos/100.bmp,6,19200,1,36,44,14,6,0,1,3,3,692.94,144,12,1,0,1,78,2,1,1,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0
5877,Rosa  SC,imagens/destinos/77.bmp,3,23000,1,27,105,33,6,0,0,4,6,630.22,57,9,0,1,1,115,2,1,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
5060,Praia do Siriú  SC,imagens/destinos/60.bmp,6,19200,0,37,98,59,6,0,1,1,3,1043.38,168,30,1,1,0,21,1,1,0,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
2854,Pitinga  BA,imagens/destinos/54.bmp,4,15000,0,63,51,23,6,0,1,3,4,580.82,104,20,1,1,0,42,2,1,1,1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0
653,Piscina do Cachadaco  RJ,imagens/destinos/53.bmp,1,30000,1,50,68,32,6,0,0,5,1,283.37,49,4,1,0,0,106,1,0,1,0,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
2270,Praia de Itaúna  RJ,imagens/destinos/70.bmp,0,0,1,43,30,14,8,0,1,0,3,135.99,0,0,1,0,1,32,1,0,1,0,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
73,Ilha de Tinharé  BA,imagens/destinos/73.bmp,0,0,1,77,71,42,8,1,0,2,2,141.52,0,0,1,1,0,100,2,1,1,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1
2172,Guaruja  SP,imagens/destinos/72.bmp,0,0,0,54,99,7,8,0,0,0,3,152,0,0,1,0,1,48,2,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0
1424,Matadeiro  SC,imagens/destinos/24.bmp,5,19200,1,56,29,63,8,1,1,2,4,856.63,140,30,1,0,1,77,2,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0
3714,Domingas Dias  SP,imagens/destinos/14.bmp,4,50000,0,53,7,24,8,0,1,2,1,567.24,164,12,1,1,1,113,2,0,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
3482,Praia do Porto  SC,imagens/destinos/82.bmp,2,50000,1,46,79,43,8,0,0,1,2,437.49,88,4,1,1,0,47,1,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0
5306,Fortaleza de Santo Amaro  SP,imagens/destinos/06.bmp,0,0,1,63,73,49,8,0,0,1,2,156.4,0,0,0,1,1,120,1,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0
667,Curva da jurema  ES,imagens/destinos/67.bmp,4,19200,1,53,52,27,8,0,1,0,2,764.19,160,0,0,0,0,66,1,1,0,0,0,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1
3416,Porto Belo  SC,imagens/destinos/16.bmp,4,50000,1,79,47,27,8,0,1,0,5,509.31,140,0,0,0,0,71,1,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1
2017,Amaralina  BA,imagens/destinos/17.bmp,3,9600,1,56,119,24,8,1,0,5,4,543.95,81,6,1,0,1,43,2,1,1,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1
3485,Praia do Sossego  RJ,imagens/destinos/85.bmp,1,15000,1,54,50,45,8,0,1,3,1,205.99,27,1,1,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1
5605,Mundaí  BA,imagens/destinos/05.bmp,0,0,1,50,60,48,8,1,0,3,2,114.02,0,0,1,0,1,109,2,1,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
768,Taquarinhas  SC,imagens/destinos/68.bmp,1,19200,0,42,104,36,8,1,0,4,2,348.93,28,3,1,0,1,28,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0
4416,Jairí  BA,imagens/destinos/16.bmp,0,0,1,31,31,24,8,1,1,0,3,142.4,0,0,0,0,1,46,2,0,0,0,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1
1897,Praia do Felix  SP,imagens/destinos/97.bmp,3,15000,1,50,98,17,8,0,0,3,2,686.48,15,0,1,1,0,90,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
145,Bombinhas  SC,imagens/destinos/45.bmp,4,15000,0,45,75,30,8,1,1,5,4,183.3,12,8,0,1,0,14,2,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0
3293,Barra do Una  SP,imagens/destinos/93.bmp,0,0,0,35,10,17,8,1,1,2,2,84.27,0,0,1,1,1,25,1,1,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1
424,Ideal  CE,imagens/destinos/24.bmp,1,15000,0,54,97,42,8,0,1,4,2,263.5,23,5,1,0,1,72,2,1,1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,1
743,Praias do Centro  SP,imagens/destinos/43.bmp,4,19200,1,41,10,24,8,1,1,4,5,640.39,108,12,1,1,0,40,2,1,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0
1011,Jardim a beira-mar  SP,imagens/destinos/11.bmp,3,7500,0,60,79,58,8,0,1,2,3,847.9,69,12,1,1,1,17,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1
4282,Praia Mole  SC,imagens/destinos/82.bmp,3,23000,0,28,97,20,8,0,1,1,1,526.88,36,6,1,1,1,34,1,0,1,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1
4134,Garopaba  SC,imagens/destinos/34.bmp,0,0,0,25,43,56,8,0,1,3,1,136.32,0,0,0,1,1,25,1,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
3356,Ilha Anchieta  SP,imagens/destinos/56.bmp,1,15000,0,43,69,19,8,1,1,2,2,204.42,7,2,0,1,0,72,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1
4321,Vermelha  RJ,imagens/destinos/21.bmp,0,0,0,52,14,30,8,1,0,5,4,138.1,0,0,1,0,0,108,2,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
3726,Fortaleza de Nossa Senhora da Conceicão  SC,imagens/destinos/26.bmp,0,0,1,45,96,11,8,1,1,6,3,158.93,0,0,0,0,1,68,1,0,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
1984,Porto  PE,imagens/destinos/84.bmp,3,19200,1,49,34,25,8,1,0,5,2,472.33,102,15,1,0,0,101,1,0,0,0,1,1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0
150,Búzios  RJ,imagens/destinos/50.bmp,0,0,0,57,48,33,8,0,0,3,4,159.26,0,0,1,1,0,25,1,1,0,1,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
643,Parque Estadual da Serra do Mar  SP,imagens/destinos/43.bmp,4,30000,0,73,25,40,8,0,1,0,2,845.56,52,4,1,0,0,46,1,0,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0
4043,Quarta Praia  BA,imagens/destinos/43.bmp,0,0,0,68,80,29,8,1,1,2,6,186.41,0,0,1,1,1,115,1,0,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1
4683,Praias do Centro  SP,imagens/destinos/83.bmp,2,15000,0,68,70,39,8,0,0,3,3,350.86,20,4,1,0,0,8,2,1,1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0
4193,Pedra da Vigia  SC,imagens/destinos/93.bmp,4,50000,0,67,55,39,8,0,1,2,2,811.67,144,0,1,0,1,54,1,0,1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
319,Praia do Engenho  SP,imagens/destinos/19.bmp,2,19200,1,30,79,35,8,0,0,0,2,406.52,58,2,0,1,1,72,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0
1655,Itaperapuã  BA,imagens/destinos/55.bmp,5,50000,1,46,44,22,8,1,1,2,2,1010.19,25,20,0,0,0,68,1,0,0,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0
5839,Praia do Lazaro  SP,imagens/destinos/39.bmp,3,50000,0,59,87,42,9,1,1,3,3,435.3,27,18,0,0,1,147,1,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1
341,Praia Grande  SP,imagens/destinos/41.bmp,1,50000,0,69,104,21,9,1,0,2,2,296.54,15,3,0,1,0,68,2,0,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
2438,Imbassaí  BA,imagens/destinos/38.bmp,3,19200,1,56,47,34,9,0,1,3,1,742.95,24,30,0,1,0,66,2,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
247,Niteroi  RJ,imagens/destinos/47.bmp,4,7500,1,60,54,47,9,0,1,2,2,629.39,140,12,0,1,0,67,2,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0
1999,Icaraí  CE,imagens/destinos/99.bmp,2,7500,0,48,41,29,9,1,0,2,2,285.18,70,2,1,1,0,42,1,1,1,1,1,0,0,-1,1,-1,-1,-1,-1,-1,-1,-1,0
1431,Parque Estadual da Serra do Mar  SP,imagens/destinos/31.bmp,0,0,0,37,90,44,9,0,0,2,1,170.75,0,0,0,1,0,53,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1
735,Praia Grande  SP,imagens/destinos/35.bmp,2,50000,0,35,24,32,9,0,1,1,7,354.57,38,6,1,1,0,16,2,1,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1
4632,Praia de Itaguacu  SC,imagens/destinos/32.bmp,3,50000,1,52,69,2,9,0,1,2,2,408.49,108,9,0,1,1,15,2,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0
1188,Enseada dos Golfinhos  PE,imagens/destinos/88.bmp,2,7500,1,26,82,33,9,0,1,3,1,502.37,72,8,0,1,1,95,1,1,1,0,0,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0
557,Castelhanos  SP,imagens/destinos/57.bmp,4,15000,0,67,64,6,9,1,1,1,2,652.44,44,8,1,0,1,87,1,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
663,Praia da Armacão  RJ,imagens/destinos/63.bmp,1,9600,1,29,118,17,9,0,0,4,4,251.35,30,4,1,0,1,94,1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1
3713,Daniela  SC,imagens/destinos/13.bmp,0,0,1,49,74,39,9,0,0,4,3,156.69,0,0,0,1,0,64,1,1,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
583,Forte do Gragoata  RJ,imagens/destinos/83.bmp,2,7500,1,69,6,15,9,0,0,1,3,575.84,70,10,1,0,1,84,2,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
5740,João Fernandes  RJ,imagens/destinos/40.bmp,4,19200,0,16,30,45,9,0,1,0,1,920.43,168,0,0,1,0,135,1,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1
3980,Nova Tatajuba  CE,imagens/destinos/80.bmp,2,9600,0,55,99,23,9,0,1,2,1,263.26,2,4,0,1,1,79,1,1,0,0,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,-1,0
4776,Apaga Fogo  BA,imagens/destinos/76.bmp,3,30000,0,31,8,18,9,0,1,2,1,466.41,51,27,1,1,0,32,1,0,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0
837,Araçaípe  BA,imagens/destinos/37.bmp,2,23000,0,50,88,30,9,1,1,7,7,377.28,86,8,1,0,0,116,2,0,1,0,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1
3615,Guarajuba  BA,imagens/destinos/15.bmp,3,19200,0,66,65,12,9,0,0,5,3,538.3,24,15,0,1,1,41,2,1,0,0,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0
4238,Praia de Itaguacu  SC,imagens/destinos/38.bmp,5,23000,0,42,54,46,9,1,1,3,4,432.79,15,15,0,1,1,42,1,0,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1
1281,Ponta do Corumbau  BA,imagens/destinos/81.bmp,3,30000,1,13,39,61,9,1,1,3,2,619.86,39,9,0,1,1,3,2,1,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1
2690,Praia do Meio  RJ,imagens/destinos/90.bmp,0,0,1,39,24,27,9,0,1,4,1,115.93,0,0,1,0,0,105,2,0,0,1,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
5835,Praia do Engenho  SP,imagens/destinos/35.bmp,1,7500,1,41,80,27,9,0,0,1,1,200.82,6,3,1,0,1,51,2,0,1,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0
2176,Ilha de Porto Belo  SC,imagens/destinos/76.bmp,1,50000,1,50,29,22,9,1,0,1,3,264.41,10,1,1,0,1,65,1,0,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1
3513,Rosa  SC,imagens/destinos/13.bmp,1,7500,0,24,155,21,9,1,0,0,6,166.66,22,7,1,0,1,55,1,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0
3879,Praia do Sossego  RJ,imagens/destinos/79.bmp,0,0,0,48,112,19,9,0,0,0,2,180.57,0,0,0,1,1,62,1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
3782,Lagoinha do Leste  SC,imagens/destinos/82.bmp,0,0,0,53,105,19,9,0,1,3,4,154.67,0,0,1,1,1,49,2,1,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1
4974,Naufragados  SC,imagens/destinos/74.bmp,6,19200,1,50,34,35,9,0,1,3,3,1083.05,306,0,0,0,0,53,1,0,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
1224,Porto das Dunas  CE,imagens/destinos/24.bmp,2,19200,1,28,95,36,9,1,0,3,3,381.54,10,10,1,0,1,104,1,0,1,1,0,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,0
4075,Barra  SC,imagens/destinos/75.bmp,5,23000,1,41,48,22,9,0,1,3,3,603.3,25,25,0,0,0,57,2,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0
2857,Ponta do Corumbau  BA,imagens/destinos/57.bmp,4,9600,1,27,43,33,9,1,1,0,3,710.18,140,24,1,1,1,46,2,1,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0
3183,Iracema  CE,imagens/destinos/83.bmp,0,0,1,60,79,22,9,0,0,3,5,219.97,0,0,0,1,0,71,1,1,0,0,1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,1
3434,Praia das Flexas  RJ,imagens/destinos/34.bmp,0,0,1,45,28,48,9,1,1,3,1,145.17,0,0,0,1,0,56,1,0,1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,0
1392,Ilha do Mel  PR,imagens/destinos/92.bmp,5,12000,1,58,176,46,9,0,1,5,3,1055.75,150,5,1,0,0,67,2,0,1,1,1,0,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
5845,Praia do Pinho  SC,imagens/destinos/45.bmp,4,19200,1,47,63,38,9,0,1,5,4,757.58,216,0,0,1,0,91,2,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
2459,Paixão  BA,imagens/destinos/59.bmp,0,0,1,78,71,54,9,1,0,0,3,100.55,0,0,0,0,0,10,1,0,1,1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1
4250,Praia de Saquarema  RJ,imagens/destinos/50.bmp,1,9600,0,53,68,34,9,1,0,2,2,243.66,15,2,0,1,1,42,2,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,0
4653,Praia do Engenho  SP,imagens/destinos/53.bmp,1,19200,0,59,70,48,9,0,1,2,3,323.26,14,7,1,0,0,65,2,1,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
4286,Praias da Ilha do Boi  ES,imagens/destinos/86.bmp,5,7500,1,54,139,55,9,0,1,2,4,719.68,45,5,0,0,1,15,1,0,1,0,1,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1
230,Jurerê  SC,imagens/destinos/30.bmp,3,50000,1,45,98,28,9,0,0,4,3,575.75,57,6,1,1,1,85,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
3262,Sitio  BA,imagens/destinos/62.bmp,0,0,1,37,72,7,9,0,0,3,5,156.06,0,0,0,1,1,0,2,1,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0
1148,Rio de Janeiro  SC,imagens/destinos/48.bmp,3,30000,0,56,64,36,9,1,1,2,2,516.56,93,18,1,0,0,57,1,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
4794,Forte  BA,imagens/destinos/94.bmp,1,23000,1,57,65,33,9,1,0,0,1,245.7,25,3,0,0,0,135,1,0,0,1,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0
3463,Praia de Ubatuba  SC,imagens/destinos/63.bmp,0,0,1,67,78,40,9,0,0,6,2,162.32,0,0,0,1,1,45,2,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1
4962,Lagoinha  SC,imagens/destinos/62.bmp,0,0,0,54,48,33,10,0,1,3,4,207.9,0,0,1,0,1,45,2,1,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
1717,Barra do Una  SP,imagens/destinos/17.bmp,2,50000,0,24,86,3,10,0,0,2,3,544.5,14,0,1,1,0,42,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0
